scenario_id,attacker,defender,att_avg_threat,att_avg_tech_gen,att_modern_pct,att_avg_stealth,att_avg_ew,att_fighter_count,att_sam_count,att_uav_count,att_military_budget,att_aircraft_count,att_zone,dfn_avg_threat,dfn_avg_tech_gen,dfn_modern_pct,dfn_avg_stealth,dfn_avg_ew,dfn_fighter_count,dfn_sam_count,dfn_uav_count,dfn_military_budget,dfn_aircraft_count,dfn_zone,threat_ratio,tech_ratio,number_ratio,budget_ratio,outcome,attacker_win_probability
NAV_0124,Russia,UK,7.32,4.72,85.42,7.88,9.12,79,50,24,89.84,24,Maritime,6.39,5.06,76.81,5.62,6.97,109,55,28,177.81,58,Maritime,1.146,0.933,0.414,0.505,0,0.405
NAV_0125,Australia,Japan,6.84,4.86,60.65,5.05,6.22,27,62,17,104.96,22,Maritime,9.35,4.26,68.7,6.46,8.44,99,52,17,154.55,34,Maritime,0.732,1.141,0.647,0.679,1,0.506
NAV_0126,UK,USA,8.18,4.79,81.49,3.69,6.0,29,71,25,292.32,63,Maritime,8.16,4.12,92.37,7.52,6.2,31,61,33,64.9,26,Maritime,1.002,1.163,2.423,4.504,1,0.681
NAV_0127,Australia,Japan,8.8,5.38,60.17,8.16,8.9,111,52,40,197.6,53,Maritime,7.34,4.43,86.82,4.66,8.08,93,12,17,237.51,42,Maritime,1.199,1.214,1.262,0.832,1,0.719
NAV_0128,USA,India,7.14,4.39,68.29,3.57,8.94,30,49,39,73.25,29,Maritime,8.35,4.06,73.07,5.56,8.03,73,45,11,144.66,21,Maritime,0.855,1.081,1.381,0.506,1,0.541
NAV_0129,China,USA,7.91,5.48,74.78,8.01,6.38,32,12,30,161.57,71,Maritime,8.71,5.37,91.78,4.37,8.32,41,40,49,50.06,61,Maritime,0.908,1.02,1.164,3.228,0,0.328
NAV_0130,USA,France,7.6,4.55,81.05,7.11,6.25,24,26,27,88.59,60,Maritime,6.24,4.25,63.39,8.56,9.36,77,46,7,71.86,18,Maritime,1.218,1.071,3.333,1.233,1,0.653
NAV_0131,Russia,Japan,7.22,4.9,79.75,6.87,6.48,78,42,27,279.2,83,Maritime,7.04,4.75,70.74,4.69,7.31,107,78,37,193.91,16,Maritime,1.026,1.032,5.188,1.44,1,0.542
NAV_0132,Japan,Russia,6.31,4.39,85.53,6.24,6.69,32,30,10,247.05,97,Maritime,8.72,4.16,65.02,6.43,6.23,106,33,12,87.86,36,Maritime,0.724,1.055,2.694,2.812,0,0.343
NAV_0133,India,France,7.36,4.93,73.85,8.65,6.7,62,21,5,155.78,56,Maritime,6.88,4.62,78.92,6.59,8.27,55,74,45,257.09,14,Maritime,1.07,1.067,4.0,0.606,0,0.429
NAV_0134,USA,India,7.34,4.82,64.69,6.52,8.84,103,35,37,229.78,44,Maritime,7.08,5.14,77.08,7.03,9.23,105,28,27,159.13,88,Maritime,1.037,0.938,0.5,1.444,1,0.534
NAV_0135,France,Russia,6.61,5.2,87.9,6.23,6.82,70,78,39,114.35,40,Maritime,8.07,5.18,94.45,7.28,8.64,54,10,41,86.06,51,Maritime,0.819,1.004,0.784,1.329,0,0.349
NAV_0136,UK,Australia,7.93,5.23,83.57,6.62,6.37,59,58,14,177.7,107,Maritime,8.97,5.25,83.39,8.77,8.32,89,76,8,260.49,36,Maritime,0.884,0.996,2.972,0.682,0,0.292
NAV_0137,Australia,India,9.38,5.04,60.23,4.4,7.2,91,19,37,54.69,22,Maritime,6.42,5.15,81.48,8.87,7.42,103,55,16,71.8,28,Maritime,1.461,0.979,0.786,0.762,1,0.531
NAV_0138,USA,Japan,8.46,4.6,66.85,8.32,8.62,49,32,38,27.22,107,Maritime,6.76,5.3,91.75,3.07,7.8,115,43,26,106.76,27,Maritime,1.251,0.868,3.963,0.255,1,0.714
NAV_0139,Australia,Russia,7.85,4.61,89.44,6.03,8.32,115,40,20,299.68,19,Maritime,8.15,4.28,85.86,6.2,6.3,35,31,7,159.36,87,Maritime,0.963,1.077,0.218,1.881,1,0.624
NAV_0140,France,India,6.63,5.49,80.82,6.88,6.21,30,54,15,190.14,97,Maritime,8.01,4.49,70.62,7.82,9.29,113,12,18,171.3,102,Maritime,0.828,1.223,0.951,1.11,0,0.275
NAV_0141,Australia,France,7.76,4.93,89.31,5.25,8.91,87,19,19,149.5,20,Maritime,6.71,4.73,67.03,3.25,7.58,73,47,24,221.74,106,Maritime,1.156,1.042,0.189,0.674,1,0.624
NAV_0142,USA,France,6.3,4.03,80.05,6.65,9.3,59,24,16,88.66,11,Maritime,6.09,4.19,82.53,4.98,9.31,20,45,44,124.24,106,Maritime,1.034,0.962,0.104,0.714,1,0.546
NAV_0143,Japan,Australia,7.31,4.77,60.76,8.99,8.37,33,75,12,276.64,93,Maritime,8.93,5.3,75.33,5.31,7.11,64,16,42,162.78,12,Maritime,0.819,0.9,7.75,1.699,0,0.314
NAV_0144,Japan,USA,9.37,4.5,79.8,8.3,8.39,103,48,19,177.16,105,Maritime,7.8,4.37,72.73,6.59,6.53,82,31,27,152.58,80,Maritime,1.201,1.03,1.312,1.161,0,0.452
NAV_0145,France,USA,7.61,5.3,84.43,3.6,7.94,72,73,27,56.52,52,Maritime,6.52,5.37,63.15,4.87,6.9,25,36,9,108.91,39,Maritime,1.167,0.987,1.333,0.519,1,0.526
NAV_0146,Russia,UK,9.23,5.15,61.16,6.1,6.64,63,50,30,212.18,27,Maritime,9.05,5.1,82.83,8.93,8.35,80,56,25,96.92,51,Maritime,1.02,1.01,0.529,2.189,1,0.579
NAV_0147,China,UK,8.57,5.29,63.8,3.26,6.22,40,47,42,282.21,100,Maritime,8.61,5.06,62.3,4.7,8.53,78,78,17,84.13,89,Maritime,0.995,1.045,1.124,3.354,0,0.317
NAV_0148,China,Japan,7.41,5.2,79.53,7.04,8.42,40,21,43,163.92,98,Maritime,7.03,4.13,88.45,7.74,6.3,99,53,30,138.25,60,Maritime,1.054,1.259,1.633,1.186,1,0.62
NAV_0149,UK,USA,6.5,4.47,72.32,3.53,8.94,74,29,17,295.62,89,Maritime,7.57,5.44,75.15,7.78,8.58,25,39,38,96.38,21,Maritime,0.859,0.822,4.238,3.067,1,0.593
NAV_0150,France,Australia,6.32,4.87,67.58,4.25,8.47,30,56,47,205.77,78,Maritime,9.47,4.77,74.09,3.54,6.72,51,52,16,175.53,103,Maritime,0.667,1.021,0.757,1.172,1,0.518
NAV_0151,Australia,UK,6.9,5.5,73.18,4.89,6.82,107,53,31,211.05,105,Maritime,9.08,4.32,69.51,5.67,6.58,47,27,38,213.97,58,Maritime,0.76,1.273,1.81,0.986,0,0.484
NAV_0152,USA,UK,9.18,5.29,70.28,7.95,7.88,88,18,8,279.23,39,Maritime,8.36,5.41,90.96,4.94,6.72,73,37,45,253.32,72,Maritime,1.098,0.978,0.542,1.102,1,0.608
NAV_0153,China,India,6.69,4.07,61.98,6.16,7.8,114,26,32,78.08,65,Maritime,7.75,5.34,74.82,8.94,7.6,39,73,34,58.28,62,Maritime,0.863,0.762,1.048,1.34,1,0.52
NAV_0154,USA,India,7.86,4.01,64.6,6.18,7.22,92,34,42,179.4,16,Maritime,9.11,4.3,80.85,4.49,6.22,45,52,29,76.02,74,Maritime,0.863,0.933,0.216,2.36,1,0.637
NAV_0155,Australia,India,7.58,4.54,73.75,4.03,7.78,106,68,21,57.86,51,Maritime,6.57,5.35,68.93,5.54,8.51,85,30,28,68.96,103,Maritime,1.154,0.849,0.495,0.839,0,0.432
NAV_0156,India,Japan,8.79,4.69,62.79,3.17,8.39,45,68,13,54.29,10,Maritime,9.44,4.66,72.9,3.15,7.56,82,48,7,109.55,34,Maritime,0.931,1.006,0.294,0.496,0,0.346
NAV_0157,USA,Japan,7.44,5.02,69.35,8.59,9.27,58,65,20,158.3,80,Maritime,7.28,4.76,63.57,3.2,9.05,36,32,44,242.66,24,Maritime,1.022,1.055,3.333,0.652,1,0.576
NAV_0158,USA,Russia,7.26,5.28,91.07,5.7,6.68,102,59,37,296.21,91,Maritime,6.18,4.58,77.64,8.84,9.05,90,49,27,140.51,73,Maritime,1.175,1.153,1.247,2.108,1,0.603
NAV_0159,China,Russia,7.76,5.07,91.63,6.75,6.54,70,40,44,119.02,43,Maritime,7.08,4.21,65.69,6.69,8.07,55,19,43,31.21,91,Maritime,1.096,1.204,0.473,3.814,0,0.408
NAV_0160,Australia,UK,6.2,4.35,66.69,5.46,6.53,70,77,16,245.1,32,Maritime,8.32,4.59,68.52,8.95,7.37,104,13,16,66.55,46,Maritime,0.745,0.948,0.696,3.683,1,0.614
NAV_0161,UK,India,7.98,5.3,73.09,5.36,6.45,88,23,16,176.33,93,Maritime,9.38,4.64,73.9,7.33,6.93,92,49,42,114.64,112,Maritime,0.851,1.142,0.83,1.538,1,0.53
NAV_0162,USA,Russia,6.13,4.67,85.81,8.05,8.07,76,68,13,78.2,16,Maritime,9.46,4.1,88.84,7.88,9.07,78,66,29,269.44,16,Maritime,0.648,1.139,1.0,0.29,0,0.249
NAV_0163,Australia,France,7.26,4.49,89.39,7.29,8.1,37,40,29,233.98,112,Maritime,8.04,5.42,76.05,7.77,9.11,86,26,13,240.2,46,Maritime,0.903,0.828,2.435,0.974,1,0.65
NAV_0164,UK,China,7.73,4.23,83.27,5.91,8.28,80,63,40,254.1,62,Maritime,8.74,4.12,74.78,7.23,7.2,108,19,6,122.3,111,Maritime,0.884,1.027,0.559,2.078,0,0.443
NAV_0165,Japan,USA,9.31,5.45,73.79,4.52,6.09,83,74,34,149.74,75,Maritime,6.74,5.23,94.4,4.44,7.32,90,51,37,265.9,43,Maritime,1.381,1.042,1.744,0.563,1,0.555
NAV_0166,UK,Russia,6.49,4.4,73.43,8.72,7.86,71,22,38,98.46,50,Maritime,6.85,4.16,67.06,5.33,6.71,103,72,40,219.82,50,Maritime,0.947,1.058,1.0,0.448,1,0.532
NAV_0167,UK,Australia,8.94,4.13,68.04,8.99,8.99,115,62,45,101.25,28,Maritime,8.85,4.96,91.34,8.97,6.84,32,42,14,43.91,15,Maritime,1.01,0.833,1.867,2.306,1,0.558
NAV_0168,UK,Japan,8.93,4.57,66.51,3.96,7.59,108,22,49,44.75,85,Maritime,8.17,4.38,79.0,5.14,7.47,42,64,38,293.73,81,Maritime,1.093,1.043,1.049,0.152,0,0.32
NAV_0169,UK,China,7.17,4.78,75.15,7.68,7.22,37,58,39,73.9,115,Maritime,7.77,5.49,89.21,6.3,7.28,108,54,43,77.78,33,Maritime,0.923,0.871,3.485,0.95,1,0.549
NAV_0170,Australia,India,6.07,5.21,60.98,5.94,6.37,38,49,25,144.85,70,Maritime,6.78,4.72,61.76,4.88,9.12,110,65,15,149.0,106,Maritime,0.895,1.104,0.66,0.972,0,0.311
NAV_0171,Russia,India,9.1,5.09,90.63,7.48,7.93,53,44,33,107.47,18,Maritime,8.44,4.67,61.29,8.8,8.17,41,24,18,56.26,80,Maritime,1.078,1.09,0.225,1.91,0,0.346
NAV_0172,Australia,India,6.98,4.08,93.57,8.7,6.1,24,73,30,116.1,52,Maritime,6.91,4.71,88.63,6.48,8.61,74,56,29,254.86,102,Maritime,1.01,0.866,0.51,0.456,1,0.517
NAV_0173,France,Russia,6.41,4.5,84.3,4.61,9.1,73,40,32,149.76,33,Maritime,6.87,4.81,66.25,5.35,6.68,50,11,45,282.41,59,Maritime,0.933,0.936,0.559,0.53,0,0.31
NAV_0174,Australia,Japan,7.24,4.37,87.14,8.87,7.6,23,69,11,122.51,34,Maritime,6.7,4.47,92.71,4.49,9.13,70,45,13,151.0,51,Maritime,1.081,0.978,0.667,0.811,0,0.394
NAV_0175,China,USA,6.39,4.26,74.35,3.73,7.1,26,34,33,263.06,89,Maritime,7.51,4.11,88.6,3.38,7.61,43,79,16,85.33,40,Maritime,0.851,1.036,2.225,3.083,0,0.403
NAV_0176,China,France,8.86,5.3,78.88,3.09,6.42,104,29,18,86.28,33,Maritime,8.29,5.42,77.35,7.66,7.09,56,73,6,135.78,90,Maritime,1.069,0.978,0.367,0.635,1,0.576
NAV_0177,India,Australia,7.44,4.74,60.8,8.47,8.94,114,47,12,84.32,70,Maritime,8.84,4.91,78.12,4.54,7.01,55,79,37,136.09,80,Maritime,0.842,0.965,0.875,0.62,1,0.502
NAV_0178,Japan,China,6.49,4.83,83.6,8.76,8.45,20,74,42,195.26,21,Maritime,7.76,4.46,92.48,3.56,7.11,58,13,27,32.05,87,Maritime,0.836,1.083,0.241,6.092,0,0.33
NAV_0179,Australia,France,8.45,4.33,68.21,3.8,6.11,90,41,41,114.71,86,Maritime,8.76,4.43,66.33,8.57,7.19,116,33,8,172.42,21,Maritime,0.965,0.977,4.095,0.665,1,0.642
NAV_0180,USA,Russia,9.49,5.49,89.39,4.67,6.54,107,40,25,299.71,34,Maritime,8.08,5.09,89.51,7.93,6.67,20,60,30,193.11,67,Maritime,1.175,1.079,0.507,1.552,1,0.538
NAV_0181,Australia,India,7.26,4.69,70.89,4.33,9.21,75,72,48,20.43,21,Maritime,8.86,4.81,85.31,5.45,8.25,102,32,22,27.2,47,Maritime,0.819,0.975,0.447,0.751,0,0.491
NAV_0182,Australia,China,6.71,4.32,69.56,4.65,6.98,34,58,14,136.5,13,Maritime,7.48,4.27,92.03,8.97,7.74,91,50,27,55.29,89,Maritime,0.897,1.012,0.146,2.469,0,0.337
NAV_0183,USA,Russia,6.14,5.04,75.91,6.61,7.86,34,38,46,250.51,57,Maritime,7.99,5.5,90.56,4.86,9.09,45,27,6,45.89,18,Maritime,0.768,0.916,3.167,5.459,0,0.379
NAV_0184,China,UK,7.52,5.13,60.84,8.35,7.99,102,49,33,184.4,114,Maritime,7.13,4.52,62.45,8.93,6.66,31,26,42,120.19,31,Maritime,1.055,1.135,3.677,1.534,1,0.616
NAV_0185,USA,France,8.5,4.14,73.42,6.39,8.99,94,54,30,117.36,43,Maritime,8.1,5.37,64.76,8.0,9.44,41,28,38,144.47,49,Maritime,1.049,0.771,0.878,0.812,0,0.49
NAV_0186,USA,India,8.18,4.51,70.33,6.59,6.13,103,73,25,241.06,31,Maritime,7.38,4.69,66.62,5.37,9.39,76,31,10,289.05,52,Maritime,1.108,0.962,0.596,0.834,0,0.335
NAV_0187,Australia,Russia,8.3,4.13,78.1,8.41,8.93,93,33,48,114.89,115,Maritime,8.0,5.21,93.6,3.72,7.99,117,79,13,135.5,28,Maritime,1.038,0.793,4.107,0.848,0,0.387
NAV_0188,Australia,USA,8.4,4.49,72.02,3.3,8.59,106,49,22,281.15,109,Maritime,9.44,4.01,67.33,3.49,6.69,101,58,41,105.4,10,Maritime,0.89,1.12,10.9,2.667,1,0.645
NAV_0189,Japan,India,7.77,4.94,85.23,3.49,6.59,63,35,31,270.45,114,Maritime,8.85,5.37,73.72,6.72,7.06,67,23,15,220.94,114,Maritime,0.878,0.92,1.0,1.224,0,0.338
NAV_0190,Japan,Australia,7.5,4.35,88.24,6.63,7.43,106,79,31,172.57,41,Maritime,6.26,4.74,71.57,6.73,6.51,57,41,10,242.81,35,Maritime,1.198,0.918,1.171,0.711,1,0.598
NAV_0191,Japan,UK,9.26,4.03,89.98,5.63,6.51,80,13,10,167.73,44,Maritime,6.11,4.07,78.07,3.31,8.55,75,44,17,207.54,100,Maritime,1.516,0.99,0.44,0.808,1,0.618
NAV_0192,Russia,India,8.69,4.28,85.34,7.02,9.05,34,18,37,294.2,37,Maritime,8.61,4.98,61.45,5.54,7.26,114,50,14,75.51,76,Maritime,1.009,0.859,0.487,3.896,1,0.55
NAV_0193,Russia,India,6.42,4.56,85.37,6.96,7.11,110,63,14,285.42,48,Maritime,7.8,5.45,85.94,6.76,6.88,45,57,42,206.59,112,Maritime,0.823,0.837,0.429,1.382,0,0.42
NAV_0194,UK,India,7.78,4.24,87.7,7.29,6.72,44,59,8,276.62,103,Maritime,8.52,5.25,63.77,5.19,8.41,116,24,8,278.86,12,Maritime,0.913,0.808,8.583,0.992,1,0.559
NAV_0195,Russia,India,8.1,4.03,82.28,8.89,7.14,106,36,15,228.82,119,Maritime,7.36,5.0,77.95,7.22,7.94,55,74,8,269.66,51,Maritime,1.101,0.806,2.333,0.849,1,0.699
NAV_0196,India,France,6.71,4.07,93.28,3.35,6.04,43,68,41,256.41,23,Maritime,8.74,5.26,72.78,6.62,8.88,75,44,7,24.04,18,Maritime,0.768,0.774,1.278,10.666,1,0.596
NAV_0197,India,UK,8.41,5.43,75.62,5.04,6.08,57,24,44,60.85,88,Maritime,8.43,4.52,67.84,4.18,7.26,88,53,24,177.42,29,Maritime,0.998,1.201,3.034,0.343,1,0.671
NAV_0198,Japan,UK,9.47,4.25,66.38,3.51,6.75,68,16,8,52.64,21,Maritime,9.04,4.95,71.1,7.14,8.41,22,22,32,189.47,47,Maritime,1.048,0.859,0.447,0.278,1,0.702
NAV_0199,UK,China,9.26,4.29,94.77,8.33,8.68,91,27,10,67.77,78,Maritime,8.06,5.4,81.26,3.57,6.69,110,12,46,164.4,17,Maritime,1.149,0.794,4.588,0.412,0,0.342
NAV_0200,Japan,UK,6.8,5.38,65.09,7.86,6.22,27,44,18,130.98,33,Maritime,9.22,4.96,82.99,3.18,9.08,54,63,42,115.79,85,Maritime,0.738,1.085,0.388,1.131,0,0.449
NAV_0201,Russia,Australia,8.73,4.79,85.76,3.82,6.77,119,60,5,219.99,64,Maritime,6.94,4.26,68.69,6.09,9.23,61,45,8,91.06,32,Maritime,1.258,1.124,2.0,2.416,1,0.557
NAV_0202,India,USA,7.76,4.93,64.13,3.24,7.7,58,72,12,69.28,44,Maritime,8.63,4.57,62.55,4.9,7.97,71,71,35,42.53,76,Maritime,0.899,1.079,0.579,1.629,1,0.588
NAV_0203,China,USA,6.89,5.17,91.97,8.28,8.11,39,37,34,172.0,92,Maritime,9.21,4.78,86.1,4.3,6.04,34,26,22,287.81,115,Maritime,0.748,1.082,0.8,0.598,1,0.609
NAV_0204,France,Russia,7.64,5.33,86.14,3.78,9.29,74,35,13,277.9,50,Maritime,9.49,5.35,72.48,6.9,6.82,69,77,22,299.04,91,Maritime,0.805,0.996,0.549,0.929,0,0.478
NAV_0205,France,Japan,8.63,4.8,91.72,7.25,6.67,70,68,46,22.62,119,Maritime,8.3,4.84,61.92,3.42,6.3,100,63,8,147.67,96,Maritime,1.04,0.992,1.24,0.153,0,0.407
NAV_0206,Australia,Japan,9.12,5.31,79.43,5.96,7.55,113,22,13,138.3,31,Maritime,8.8,4.49,69.73,3.1,9.29,56,47,18,125.98,22,Maritime,1.036,1.183,1.409,1.098,1,0.557
NAV_0207,Australia,Japan,7.48,4.04,73.55,8.87,6.47,114,33,41,89.25,49,Maritime,7.63,4.67,93.82,6.97,7.26,69,70,47,181.93,65,Maritime,0.98,0.865,0.754,0.491,1,0.641
NAV_0208,UK,Japan,6.8,5.17,64.51,8.87,7.46,22,71,31,107.17,27,Maritime,9.34,4.28,90.23,4.32,8.07,56,23,15,108.62,106,Maritime,0.728,1.208,0.255,0.987,0,0.499
NAV_0209,Russia,Japan,7.78,4.38,69.59,6.66,6.76,57,14,45,170.79,32,Maritime,8.93,5.22,80.19,6.67,8.81,108,65,12,94.56,118,Maritime,0.871,0.839,0.271,1.806,0,0.465
NAV_0210,India,UK,6.7,4.54,94.57,4.13,8.85,84,29,29,94.62,39,Maritime,6.14,4.51,77.49,8.63,8.03,113,67,41,283.2,63,Maritime,1.091,1.007,0.619,0.334,0,0.391
NAV_0211,China,Russia,8.39,5.0,60.58,3.7,7.53,24,34,19,40.04,44,Maritime,6.29,5.28,79.94,8.13,6.85,65,47,29,163.53,63,Maritime,1.334,0.947,0.698,0.245,0,0.484
NAV_0212,France,Japan,7.29,4.7,71.61,4.44,6.38,98,68,11,282.1,94,Maritime,8.29,4.47,64.44,5.29,7.09,40,26,18,137.04,75,Maritime,0.879,1.051,1.253,2.059,1,0.647
NAV_0213,UK,Japan,8.34,5.43,89.23,3.41,6.84,71,48,27,98.06,98,Maritime,8.54,4.07,79.37,4.39,6.48,108,16,25,77.79,119,Maritime,0.977,1.334,0.824,1.261,1,0.633
NAV_0214,UK,France,6.23,4.01,82.42,3.38,9.15,34,33,48,169.1,53,Maritime,8.05,4.42,65.37,3.13,8.62,33,30,31,281.52,64,Maritime,0.774,0.907,0.828,0.601,0,0.304
NAV_0215,Japan,Australia,6.26,4.6,75.54,7.76,9.19,75,55,36,183.28,28,Maritime,8.11,5.25,80.03,6.1,8.54,32,39,35,293.16,113,Maritime,0.772,0.876,0.248,0.625,0,0.464
NAV_0216,Russia,Japan,9.02,4.0,77.08,7.29,6.34,89,59,15,119.14,13,Maritime,6.08,5.16,69.05,4.12,8.44,84,49,31,207.11,43,Maritime,1.484,0.775,0.302,0.575,1,0.646
NAV_0217,Japan,Russia,7.42,4.26,73.24,4.43,9.19,41,32,29,40.46,119,Maritime,8.83,5.35,66.64,3.75,7.33,48,63,25,150.71,75,Maritime,0.84,0.796,1.587,0.268,0,0.332
NAV_0218,Russia,Australia,6.84,4.79,67.95,3.76,7.25,66,28,21,78.98,42,Maritime,8.58,4.0,82.46,4.85,8.69,39,26,27,42.19,82,Maritime,0.797,1.198,0.512,1.872,0,0.354
NAV_0219,France,Australia,8.11,4.69,77.49,3.56,8.89,91,15,48,193.51,87,Maritime,7.79,4.77,76.53,4.36,8.98,112,41,32,97.26,15,Maritime,1.041,0.983,5.8,1.99,1,0.626
NAV_0220,China,France,8.86,5.27,62.95,7.11,7.57,64,59,24,138.33,40,Maritime,7.77,4.31,75.7,7.88,9.19,102,31,47,33.76,87,Maritime,1.14,1.223,0.46,4.097,1,0.694
NAV_0221,Japan,Russia,7.34,4.34,88.93,7.84,8.85,67,43,5,74.07,35,Maritime,8.41,4.22,88.46,5.99,7.69,89,47,45,60.58,80,Maritime,0.873,1.028,0.438,1.223,1,0.53
NAV_0222,China,Japan,6.54,5.04,73.83,7.73,9.41,117,15,41,109.38,70,Maritime,9.21,4.42,93.62,3.3,9.39,54,10,38,260.52,38,Maritime,0.71,1.14,1.842,0.42,0,0.368
NAV_0223,Australia,France,6.79,4.15,82.28,6.43,6.35,84,66,14,196.55,104,Maritime,7.22,4.04,75.72,5.1,7.76,62,38,48,73.83,59,Maritime,0.94,1.027,1.763,2.662,0,0.434
NAV_0224,India,Russia,6.13,4.49,72.61,3.14,9.04,26,72,27,206.5,99,Maritime,9.39,4.32,73.75,8.15,6.59,41,42,29,40.42,22,Maritime,0.653,1.039,4.5,5.109,1,0.605
NAV_0225,USA,France,6.07,5.2,94.9,6.9,6.62,50,22,5,215.86,76,Maritime,9.21,5.4,69.97,6.13,7.22,108,60,45,91.55,50,Maritime,0.659,0.963,1.52,2.358,0,0.463
NAV_0226,Japan,Australia,6.62,5.32,77.72,8.68,7.6,96,56,12,252.04,24,Maritime,6.62,4.76,82.84,6.27,7.89,55,23,8,136.45,24,Maritime,1.0,1.118,1.0,1.847,1,0.581
NAV_0227,Australia,UK,8.65,4.83,75.87,8.32,7.27,74,46,46,136.64,55,Maritime,7.58,5.32,71.83,8.35,7.16,78,44,24,31.91,97,Maritime,1.141,0.908,0.567,4.282,0,0.381
NAV_0228,France,India,8.25,4.57,66.72,4.7,8.09,117,40,15,90.96,18,Maritime,6.48,4.87,71.7,3.73,7.94,50,25,36,118.19,27,Maritime,1.273,0.938,0.667,0.77,0,0.392
NAV_0229,France,Japan,7.17,4.97,60.19,4.46,6.47,57,74,42,30.22,67,Maritime,9.13,4.15,92.94,8.92,6.57,59,21,39,254.76,100,Maritime,0.785,1.198,0.67,0.119,1,0.614
NAV_0230,Australia,India,8.07,4.58,69.08,4.93,8.09,48,48,43,122.96,15,Maritime,6.4,4.6,79.48,4.87,6.92,65,26,47,150.66,71,Maritime,1.261,0.996,0.211,0.816,1,0.734
NAV_0231,France,India,8.09,4.7,69.84,5.39,9.35,59,26,12,242.59,27,Maritime,7.21,4.18,84.14,3.12,7.4,83,11,26,188.93,101,Maritime,1.122,1.124,0.267,1.284,0,0.368
NAV_0232,China,Japan,6.06,4.57,87.78,3.69,8.06,29,72,48,40.02,101,Maritime,6.97,4.62,72.07,5.68,9.01,80,41,39,297.03,113,Maritime,0.869,0.989,0.894,0.135,0,0.316
NAV_0233,Japan,France,8.27,4.52,77.5,6.45,7.77,98,42,29,36.95,109,Maritime,8.06,4.76,77.47,6.17,9.36,100,14,6,248.42,17,Maritime,1.026,0.95,6.412,0.149,1,0.585
NAV_0234,UK,Russia,8.05,5.02,89.13,5.55,7.44,40,28,17,112.7,55,Maritime,6.86,4.17,69.7,4.87,9.11,117,58,25,72.77,101,Maritime,1.173,1.204,0.545,1.549,1,0.728
NAV_0235,Japan,Russia,9.24,5.37,76.48,5.03,6.63,73,39,17,146.99,26,Maritime,8.89,5.26,62.92,5.22,7.32,96,21,38,231.83,12,Maritime,1.039,1.021,2.167,0.634,1,0.582
NAV_0236,UK,India,7.17,4.66,71.12,8.15,6.7,25,22,44,125.97,42,Maritime,6.43,4.43,74.66,7.15,8.36,52,72,35,229.92,68,Maritime,1.115,1.052,0.618,0.548,0,0.35
NAV_0237,Russia,UK,9.41,4.29,71.55,7.14,7.51,97,19,24,144.3,89,Maritime,8.5,5.31,62.49,6.44,6.58,80,44,41,78.79,17,Maritime,1.107,0.808,5.235,1.831,0,0.448
NAV_0238,Australia,Japan,7.72,4.41,88.74,6.36,6.4,84,46,43,281.44,46,Maritime,8.58,4.75,93.2,6.65,8.6,35,49,28,275.3,21,Maritime,0.9,0.928,2.19,1.022,0,0.427
NAV_0239,USA,France,9.13,5.4,77.83,6.6,7.22,43,61,23,181.69,100,Maritime,8.57,5.24,81.19,3.19,6.04,81,50,44,216.28,67,Maritime,1.065,1.031,1.493,0.84,1,0.602
NAV_0240,Australia,China,6.03,5.24,76.01,4.88,8.81,24,71,17,289.86,55,Maritime,6.09,4.87,89.86,4.99,7.24,111,21,18,51.31,87,Maritime,0.99,1.076,0.632,5.649,0,0.445
NAV_0241,China,UK,9.27,4.46,83.51,3.11,9.41,89,58,25,109.03,29,Maritime,9.27,4.32,92.36,8.17,8.49,20,20,16,44.28,115,Maritime,1.0,1.032,0.252,2.462,0,0.465
NAV_0242,UK,Australia,7.3,5.02,88.71,7.67,7.17,84,34,11,253.45,90,Maritime,6.18,4.65,91.37,8.17,8.03,23,73,17,252.97,18,Maritime,1.181,1.08,5.0,1.002,0,0.483
NAV_0243,France,India,7.13,5.48,84.55,3.87,7.83,83,57,38,32.53,52,Maritime,6.41,5.42,65.52,3.02,8.53,80,63,45,279.76,19,Maritime,1.112,1.011,2.737,0.116,0,0.339
NAV_0244,Russia,China,6.93,5.11,63.56,4.97,9.23,41,47,7,114.91,75,Maritime,8.78,4.44,92.21,3.77,9.17,88,13,34,255.98,45,Maritime,0.789,1.151,1.667,0.449,1,0.508
NAV_0245,Australia,Russia,6.53,5.19,65.44,7.94,7.89,26,22,16,277.22,59,Maritime,8.24,4.04,82.28,8.18,8.82,118,39,19,255.72,69,Maritime,0.792,1.285,0.855,1.084,0,0.417
NAV_0246,UK,India,7.21,4.57,88.2,3.62,6.3,49,70,35,113.82,39,Maritime,8.88,5.38,84.94,3.21,7.62,32,51,30,156.24,51,Maritime,0.812,0.849,0.765,0.728,1,0.534
NAV_0247,Australia,India,9.15,4.3,66.93,3.59,9.13,49,18,14,154.11,69,Maritime,8.8,4.48,63.8,8.41,8.88,47,60,35,289.51,41,Maritime,1.04,0.96,1.683,0.532,0,0.378
NAV_0248,France,UK,7.26,4.01,92.48,8.61,8.61,107,44,10,32.05,108,Maritime,6.34,5.34,65.46,6.37,6.96,89,34,25,64.17,86,Maritime,1.145,0.751,1.256,0.499,0,0.438
